id,title,context,question,answers
nqii_3889,Halldór Laxness,"Á ferli sínum skrifaði Halldór skáldsögur , smásögur , margar blaðagreinar , samdi ljóð , leikrit , þýddi bækur yfir á íslensku og fleira . Halldór hlaut Nóbelsverðlaun í bókmenntum árið 1955 .",Hvenær fékk Halldór Laxness Nóbelsverðlaunin ?,"{'text': array([' Halldór hlaut Nóbelsverðlaun í bókmenntum árið 1955', ' 1955',
       ' árið 1955',
       ' Halldór hlaut Nóbelsverðlaun í bókmenntum árið 1955 .'],
      dtype=object), 'answer_start': array([139, 186, 181, 139])}"
nqii_17238,Júlíus Caesar,"Nokkrir fyrrum félagar Cæsars óttuðust að hann ætlaði sér að afnema lýðveldið og skipa sjálfan sig konung . Þeir lögðu því á ráðin með að ryðja honum úr vegi áður en að það yrði um seinan . Í mars 44 f.Kr. , þegar Cæsar var á leið inn í öldungaráðið , var honum veitt fyrirsát og hann stunginn til bana . Helstu samsærismenn um víg Cæsars voru Brútus og Cassius . Brutus var sonur Serviliu Cæpionis sem var hjákona Cæsars og var orðrómur á kreiki um að Brutus hafi í raun verið sonur Cæsar , en það verður að teljast ólíklegt þar sem Cæsar var líklega ekki nema fimmtán árum eldri en Brutus . Sagan segir að þegar Cæsar sá Brútus meðal samsærismanna hafi hann mælt á forngrísku „ και συ τεκνον ? “ , sem útleggst á íslensku „ "" einnig þú , barn ? "" “ . en samkvæmt öðrum heimildum féll hann án þess að mæla orð . Shakespeare leggur Cæsari í munn lokaorðin ódauðlegu „ "" Et tu , Brute ? "" “ , sem er latína og þýða má „ "" þú líka , Brútus ? "" “ .",Hver var Brutus ?,"{'text': array([' Brutus var sonur Serviliu Cæpionis sem var hjákona Cæsars'],
      dtype=object), 'answer_start': array([363])}"
nqii_2034,Íslensk matargerð,"Vegna hins stutta vaxtartímabils eru varðveisluaðferðir svo sem þurrkun , kæsing , reyking og súrsun einkennandi fyrir íslenskan mat .",Af hverju er skata kæst ?,"{'text': array(['Vegna hins stutta vaxtartímabils eru varðveisluaðferðir svo sem þurrkun , kæsing , reyking og súrsun einkennandi fyrir íslenskan mat'],
      dtype=object), 'answer_start': array([0])}"
nqii_7698,Andrés Guðmundsson,"Andrés Guðmundsson ( um 1440 – 1508 ) var íslenskur sýslumaður og bóndi á 15. öld og bjó fyrst lengi á Felli í Kollafirði og síðan í Saurbæ á Rauðasandi . Hann var launsonur Guðmundar Arasonar ríka , auðugasta manns á Íslandi á sinni tíð , en móðir hans er óþekkt .",Eftir hvern er skáldsagan Virkisvetur ?,"{'text': array(['Andrés Guðmundsson'], dtype=object), 'answer_start': array([0])}"
nqii_2371,Forseti Argentínu,"Forseti Argentínu eða forseti argentínsku þjóðarinnar ( spænska : "" Presidente de la Nación Argentina "" ) er þjóðhöfðingi Argentínu . Samkvæmt stjórnarskrá Argentínu er hann jafnframt stjórnarleiðtogi alríkisstjórnarinnar og æðsti yfirmaður Argentínuhers . Núverandi forseti Argentínu er Alberto Fernández sem var kosinn árið 2019 .",Hvað heitir núverandi forseti Argentínu ?,"{'text': array([' Núverandi forseti Argentínu er Alberto Fernández sem var kosinn árið 2019'],
      dtype=object), 'answer_start': array([256])}"
nqii_1226,Saarland,"Saarland er minnsta sambandsland Þýskalands utan borgríkjanna Berlín , Hamborg og Bremen , aðeins 2.569 km² að flatarmáli . Íbúarnir eru aðeins rétt rúmlega ein milljón , sem gerir Saarland að næstfámennasta sambandslandi Þýskalands . Aðeins Bremen er fámennari . Saarland hefur lengi verið bitbein milli Þýskalands og Frakklands , rétt eins og Elsass ( Alsace ) og Lothringen ( Lorraine ) .",Hvað er minnsta sambandslandið í Þýskalandi ?,"{'text': array(['Saarland er minnsta sambandsland Þýskalands utan borgríkjanna Berlín , Hamborg og Bremen',
       'Saarland',
       'Saarland er minnsta sambandsland Þýskalands utan borgríkjanna Berlín , Hamborg og Bremen'],
      dtype=object), 'answer_start': array([0, 0, 0])}"
nqii_5710,Belgía,"Belgía ( hollenska : "" België "" ; franska : "" Belgique "" ; þýska : "" Belgien "" ) er konungsríki í Vestur-Evrópu sem á landamæri að Hollandi , Þýskalandi , Lúxemborg og Frakklandi . Auk þess liggur strönd Belgíu að Norðursjó . Belgía liggur á mörkum germönsku og rómönsku Evrópu og skiptist sjálf á milli þessara menningarheima , þar sem í norðurhluta landsins , Flæmingjalandi ( "" Vlaanderen "" ) , er töluð hollenska , en í suðri hlutanum , Vallóníu ( "" Wallonie "" ) er töluð franska . Þýska er töluð í austurhluta landsins . Brussel , hin tvítyngda höfuðborg landsins , liggur í Flandri , nálægt mörkum að Vallóníu . Belgía er ein af stofnþjóðum Evrópusambandsins og eru höfuðstöðvar þess í Brussel . Evrópskar höfuðstöðvar NATÓ eru einnig staðsettar í landinu og EFTA samtökin eru með stórt útibú þar . Í Belgíu búa rúmlega 10,8 milljónir manna á um 30 þús km svæði .",Hvað búa margir í Belgíu ?,"{'text': array([' rúmlega 10,8 milljónir manna', ' rúmlega 10,8 milljónir',
       ' rúmlega 10,8 milljónir',
       ' Í Belgíu búa rúmlega 10,8 milljónir manna', ' 10,8 milljónir'],
      dtype=object), 'answer_start': array([817, 817, 817, 804, 825])}"
nqii_14537,Alzheimer-sjúkdómur,"Samkvæmt kenningu um Amyloid útfellingar orsakast Alzheimer af útfellingum og uppsöfnun af amyloid beta ( Aβ ) skellum utan um taugafrumur og veldur eitrunaráhrifum . Önnur meinafræðileg einkenni Alzheimer sem og taugaþráðaflækjur ( e. neurofibrillary tangles ) innan í taugafrumum , minnkuð virkni átfrumna , frumudauði , æðskemmdir og vitglöp orsakist af uppsöfnun Aβ skellna . Krufningar á heila Alzheimer-sjúklinga hafa sýnt fram á óeðlilegrar uppsöfnunar af Aβ skellum og taugaþráðaflækjum og að magn og dreifð skellnanna og taugaþráðaflækjanna hefur háa fylgni við framrás sjúkdómsins . Þessi kenning er þó ekki staðfest en fræðimenn deila um hvort Aβ skellur sé í raun orsök Alzheimer , en lyfjameðferðir sem minnka Aβ skellur í heila virðast ekki minnka einkenni Alzheimer .",Hvað orsakar Alzheimer ?,"{'text': array([' útfellingum og uppsöfnun af amyloid beta ( Aβ ) skellum utan um taugafrumur og veldur eitrunaráhrifum'],
      dtype=object), 'answer_start': array([62])}"
nqii_1700,Hafnarfjörður,"< onlyinclude > Hafnarfjörður er bær á höfuðborgarsvæðinuÞar bjuggu tæplega 30.000 manns árið 2018 og hefur bærinn vaxið gríðarlega á síðustu árum og áratugum líkt og önnur sveitarfélög á höfuðborgarsvæðinu hafa gert . Höfnin sem bærinn er kenndur við var ein stærsta verslunarhöfn landsins allt frá 16. öld og mikil útgerð hefur verið stunduð þaðan í sögunni . Á 18. öld var rætt um að gera Hafnarfjörð að höfuðstað Íslands , en slæm samgönguskilyrði þangað , lítil mótekja og lítið undirlendi urðu helstu ástæður þess að Reykjavík varð ofan á í valinu . 29. febrúar 2008 náði íbúafjöldi Hafnarfjarðar upp í 25.000 manns , og gaf bæjarstjórinn Lúðvík Geirsson 25 þúsundasta Hafnfirðinginum gjöf og heiðursskjal . < / onlyinclude >",Hvað búa margir í Hafnarfirði ?,"{'text': array([' tæplega 30.000', ' 30.000 manns',
       'Þar bjuggu tæplega 30.000 manns árið 2018'], dtype=object), 'answer_start': array([67, 75, 57])}"
nqii_14438,Tékkland,"Tékkar nota orðið Česko um land sitt . Hugtakið kom fyrst fram 1777 en var aldrei eða sárasjaldan notað fyrir 1993 . Meðan Tékkóslóvakía var til hét landið allt Československo . Þegar Tékkóslóvakíu var skipt í tvö ríki 1993 varð heitið Česko ofan á en það merkir Tékkar eða tékkneska þjóðin . Tékkneska heitið fyrir Bæheim er Čechy en oftast er það notað fyrir landið allt ( líka Mæri og Slésíu ) . Þjóðsagan segir að forfaðirinn Čech hafi verið stofnandi tékknesku þjóðarinnar . Önnur tungumál , svo sem enska og þýska , hafa tekið síðara orðið að láni og myndað heitið Czech ( enska ) og Tschech ( þýska ) síðan Tékkóslóvakía var mynduð 1918 . Það hafa Íslendingar einnig gert . Þó eru íbúar Mæris og Slésíu ekki allir sáttir við síðara heitið , enda útilokar það á vissan hátt íbúa þess en setur íbúa Bæheims ofar hinum . Tékkar sjálfir nota ekki neitt stuttheiti á landi sínu . Alþjóðlega heitir landið Česká republika . Þó er til styttri útgáfa í flestum öðrum málum . Í íslensku er heitið Tékkland gjarnan notað í staðinn fyrir Tékkneska lýðveldið .",Hvaða tungumál er talað í Tékklandi ?,"{'text': array([' Czech'], dtype=object), 'answer_start': array([570])}"
nqii_2563,Vladímír Pútín,Pútín fæddist þann 7. október 1952 í Leníngrad í Sovétríkjunum og var yngstur þriggja barna foreldra sinna . Þegar hann var tólf ára byrjaði hann að æfa sambó og júdó . Hann er í dag með svart belti í júdó og er landsmeistari í са ́ мбо ( stafsett á latnesku letri : sambó ) . Pútín lærði þýsku í gagnfræðiskóla í Sankti Pétursborg og talar hana reiprennandi .,Hvaðan er Vladímír Pútín ?,"{'text': array(['Pútín fæddist þann 7. október 1952 í Leníngrad í Sovétríkjunum'],
      dtype=object), 'answer_start': array([0])}"
nqii_10551,Bessastaðir,"Bessastaðir á Álftanesi í Garðabæ á Suðvesturlandi eru aðsetur forseta Íslands . Á Bessastöðum er þyrping nokkurra húsa : Bessastaðastofa , Norðurhús , þjónustuhús og Suðurálma eru portbyggðar byggingar . Suðurálma samanstendur af móttökuhúsi , bókhlöðu og tengibyggingu við þjónustuhús . Bessastaðastofa er elsta húsið á jörðinni . Móttökuhús er byggt við hana árið 1941 og tengt á milli með blómaskála sem nemur við suðurgafl Bessastaðstofu og gerður er eftir hugmynd ríkisstjórafrúarinnar , Georgíu Björnsson . Samsíða móttökuhúsinu er bókhlaðan , sem byggð var árið 1968 og gengt er úr henni í borðsal Bessastaðastofu . Bessastaðakirkja stendur fremst en handan portbyggðu húsanna eru forsetahús og ráðsmannshús . Fjær stendur bílageymsla , sem áður var fjós . Sambyggð hlaða gegnir enn sama hlutverki og áður en hlöðuloftið er nú geymsla . Búskapur var á Bessastöðum til ársins 1968 .",Hvað heitir kirkjan á Bessastöðum ?,"{'text': array([' Bessastaðakirkja', ' Bessastaðakirkja'], dtype=object), 'answer_start': array([623, 623])}"
nqii_3787,Margaret Thatcher,"Margrét Thatcher ( eða að fullu Margaret Hilda Thatcher , Baroness Thatcher of Kesteven ; 13. október 1925 – 8. apríl 2013 ) var forsætisráðherra Bretlands á árunum 1979 - 1990 og leiðtogi breska Íhaldsflokksins 1975 - 1990 . Hún varð fyrst kvenna til að gegna þessum tveimur stöðum og sat einnig lengst allra samfellt sem forsætisráðherra Bretlands á 20. öld . Hún var í senn einhver dáðasti og hataðasti stjórnmálamaður lands síns . Thatcher lagði ríka áherslu á að draga úr hvers kyns ríkisafskiptum , sem og á frjálsan markað og frjálst framtak . Áhrifa Thatchers gætir enn innan Breska íhaldsflokksins .",Hvað var Margét Thatcher lengi forsætisráðherra Bretlands ?,"{'text': array([' var forsætisráðherra Bretlands á árunum 1979 - 1990'],
      dtype=object), 'answer_start': array([124])}"
nqii_1391,Vesturfarar,"Vesturfarar voru Íslendingar sem héldu til Brasilíu , Kanada og Bandaríkjanna á ofanverðri 19. öld og stóðu fólksflutningarnir allt fram að fyrri heimstyrjöld eða frá 1870 til 1914 . Mestir voru þeir þó á seinni hluta 19. aldar . Ástæður fólksflutninganna voru margvíslegar , oftast voru þær fjárhagslegar , veðurfarslegar og tengdust skort á landrými ( eða vistarbandinu ) , óánægja með gang sjálfstæðisbaráttunnar og stundum einnig ævintýraþrá . Talið er að um 15 þúsund Íslendingar eða 20% þjóðarinnar hafi farið vestur og ekki snúið aftur .",Hvenær hófst fólksflutningur til Kanada ?,"{'text': array([' 1870', ' 1870', ' 1870'], dtype=object), 'answer_start': array([166, 166, 166])}"
nqii_4205,Fyrri heimsstyrjöldin,"Fyrri heimsstyrjöldin ( sem nefnt var heimsstríðið fyrir seinni heimsstyrjöldina ) var mannskætt stríð sem geysaði í Evrópu í fjögur ár . Stríðið hefur verið nefnt „ stríðið mikla “ og „ stríðið sem enda átti öll stríð “ . Sá atburður sem miðað er við að marki upphaf stríðsins var morðið á Frans Ferdinand erkihertoga og ríkisarfa Austurríkis í Sarajevó þann 28. júní 1914 . Átök hófust í ágúst 1914 og breiddust hratt út . Þegar upp var staðið lágu um tíu milljónir manna í valnum , um tuttugu milljónir höfðu særst og ótal manns misst heimili sín og lifibrauð . Stríðinu lauk með uppgjöf Þjóðverja 11. nóvember 1918 . Að stríðinu loknu funduðu fyrrum fjandmenn í Versölum í Frakklandi þar sem Versalasamningurinn var gerður .",Hvaða ár hófst fyrri heimsstyrjöldin ?,"{'text': array([' 1914', ' 28. júní 1914'], dtype=object), 'answer_start': array([368, 359])}"
nqii_17147,Hippókratesareiðurinn,""" Ég sem rita nafn mitt hér undir , lofa því og legg við drengskap minn að beita kunnáttu minni með fullri alúð og samviskusemi að láta mér ávallt annt um sjúklinga mína án manngreinarálits að gera mér far um að auka kunnáttu mína í læknafræðum að kynna mér og halda vandlega öll lög og fyrirmæli er lúta að störfum lækna """,Hver er Hippokratesareiðurinn ?,"{'text': array(['"" Ég sem rita nafn mitt hér undir , lofa því og legg við drengskap minn að beita kunnáttu minni'],
      dtype=object), 'answer_start': array([0])}"
nqii_13698,Kóreupopp,"BoA eða Kwon Bo-Ah , er einn þekktasti tónlistarmaður stefnunnar í dag . Hún hóf feril sinn árið 2000 eftir að SM Entertainment uppgötvaði hana . Það sem gerir BoA svona einstaka er að hún er fyrsta stjarnan sem risafyrirtæki tók að sér og gerði fræga víðsvegar um heiminn . Segja mætti að BoA sé ástæðan fyrir því að kóreupopp sé þekkt út fyrir Suður Kóreu . Þessi söngkona gerði garðinn frægann með albúminu sínu "" Don’t Start Now "" , en þar syngur hún bæði á japönsku og kóresku . Með þessu tókst henni að komast á topp vinsældalistans í báðum löndum samtímis , og setti jafnframt sölumet í Kóreu .",Hver er frægasta K-pop stjarna Suður-Kóreu ?,"{'text': array(['BoA eða Kwon Bo-Ah'], dtype=object), 'answer_start': array([0])}"
nqii_2331,Tjörnin,"Tjörnin er dæmi um sjávarlón þar sem sandur og möl hefur myndað malarrif sem lokar smám saman af lónið . Gamli miðbærinn í Reykjavík stendur á rifinu . Rifið var ekki fullmyndað fyrr en fyrir um það bil 1200 árum og þá hófst lífræn setmyndun í Tjörninni en undir þeim setlögum eru sand - og malarlög . Þegar lífræn efni tóku að safnast saman á botni Tjarnarinnar gætti lítilla seltuáhrifa og grunnvatn hefur streymt þangað frá Vatnsmýrinni og holtunum í kring . Tjarnarbakkarnir voru grónir gulstör ( carex lyngbyei ) og öðrum tegundum af hálfgrasaætt en svo komu tímabil þegar seltan verður meiri þá hörfuðu háplöntur . Um 1900 mun engum fugli hafa verið vært á Tjörninni , allir fuglar voru drepnir . Andaveiðar voru eitthvað stundaðar á Tjörninni allt fram á annan áratug síðustu aldar . Með lögreglusamþykkt frá 19. apríl 1919 var bannað að skjóta í borgarlandinu . Um sama leyti var sett siglingabann en áður höfðu margir átt báta og vegna umferðar þreifst ekkert kríuvarp í Tjarnarhólmanum fyrir 1919 . Með skotveiðibanninu og siglingabanninu fjölgaði mikið stokköndum og kríum . Tveir hólmar eru í Tjörninni . Annar þeirra er í suðurenda tjarnarinnar , en hinn , sem er í norðurhlutanum , og mest ber á frá miðborginni séð , gengur venjulega undir nafninu "" Tjarnarhólminn "" . Í Tjarnarhólmanum hefur löngum verið varp , en um miðja 19. öld var hólminn notaður sem miðpunktur í hringekju sem svo var kölluð . Segir svo frá henni í Lesbók Morgunblaðsins 1933 :",Hvenær varð Tjörn Reykjavíkur til ?,"{'text': array([' fyrir um það bil 1200 árum', ' fyrir um það bil 1200 árum'],
      dtype=object), 'answer_start': array([185, 185])}"
nqii_2695,Sovétríkin,"Sovétríkin eða Советский Союз á rússnesku ( einnig kallað Ráðstjórnarríkin eða "" Союз Советских Социалистических Республик ( СССР ) "" á rússnesku , umritað "" Sojúz Sovétskikh Socialistíčeskikh Respúblik ( SSSR ) "" , í íslenskri þýðingu "" Sambandsríki sósíalískra sovíetlýðvelda "" ) var sambandsríki með sósíaslíska stjórnarskrá í Austur-Evrópu og Asíu sem sett var á laggirnar árið 1922 og leystist upp 1991 .",Hvenær urðu Sovétríkin til ?,"{'text': array([' 1922'], dtype=object), 'answer_start': array([381])}"
nqii_9334,Napóleon Bónaparte,"Napóleon Bónaparte ( franska Napoléon Bonaparte ) eða Napóleon I ( 15. ágúst 1769 – 5. maí 1821 ) , nefndur hinn mikli , var herforingi í frönsku byltingunni og þjóðarleiðtogi Frakklands , fyrst sem aðalræðismaður franska lýðveldisins frá 1799 til 1804 og síðan sem Frakkakeisari og konungur Ítalíu til ársins 1814 . Hann var giftur tvisvar og átti soninn Napóleon II með seinni konu sinni . Napóleon lagði mestalla Evrópu undir Frakka í Napóleonsstyrjöldunum en var að endingu sigraður og sendur í útlegð til eyjarinnar Elbu árið 1814 . Hann slapp þaðan og réði aftur yfir Frakklandi um stutt skeið árið 1815 þar til hann tapaði í orrustunni við Waterloo . Hann lést árið 1821 í útlegð á bresku eyjunni Sankti Helenu . Ýmist er talið að hann hafi framið sjálfsmorð eða , eins og sumir vilja meina , að eitrað hafi verið fyrir honum . Opinber skýring var að hann hafi dáið úr magakrabbameini .",Hvers vegna var Napóleon sendur í útlegð ?,"{'text': array([' Napóleon lagði mestalla Evrópu undir Frakka í Napóleonsstyrjöldunum en var að endingu sigraður og sendur í útlegð'],
      dtype=object), 'answer_start': array([391])}"
nqii_17202,Júlíus Caesar,"Gaius Julius Caesar ( latína : CAIVS IVLIVS CAESAR ) eða Júlíus Cæsar , stundum ritað Júlíus Sesar , 12. eða 13. júlí um 100 f.Kr. – 15. mars 44 f.Kr. ) var rómverskur herforingi , sagnaritari , stjórnmálamaður og síðar einvaldur í Róm .",Hvenær fæddist Caesar ?,"{'text': array([' 12. eða 13. júlí um 100 f.Kr.', ' 12. eða 13. júlí um 100 f.Kr.',
       ' 12. eða 13. júlí um 100 f.Kr'], dtype=object), 'answer_start': array([100, 100, 100])}"
nqii_5730,Rúnir,Einungis hafa tæplega hundrað rúnaristur fundist á Íslandi og eru þær elstu frá 10. eða 11. öld og þær yngstu frá síðari hluta 19. aldar . Um 50 af þessum ristum eru á rúnalegsteinum flestar sennilega frá 15. og 16. öld . Þegar á líður 17. öldina er notkun á rúnum almennt hætt en þær voru í nokkrum mæli notaðar til skrauts í útskurði allt til loka 19. aldar .,Hver eru fyrstu ummerki um rúnir á Íslandi ?,"{'text': array(['Einungis hafa tæplega hundrað rúnaristur fundist á Íslandi og eru þær elstu frá 10. eða 11. öld'],
      dtype=object), 'answer_start': array([0])}"
nqii_8815,Tókýó,"Í borginni eru óvenju fáir skýjakljúfar miðað við aðrar stórborgir en það útskýrist að mestu leyti af byggingareglum vegna jarðskjálfta . Hús eru yfirleitt ekki hærri en 12 hæðir en Tókýó Midtown er stærsti skýjakljúfur borgarinnar , 248 m hátt . Hæsta mannvirki borgarinnar er aftur Himnatréð ( Tokyo Skytree ) , 634 metra hátt , og slær þar með út Tókýó-turninn , en hann er ' einungis ' 333 m hár .",Hversu mörg hús eru í Tókýó ?,"{'text': array([' Tokyo Skytree'], dtype=object), 'answer_start': array([295])}"
nqii_10658,Ingólfur Arnarson,"Ingólfur Arnarson ( stundum nefndur Björnólfsson ) er jafnan talinn fyrsti landnámsmaður Íslands . Hann kom fyrst til Íslands ásamt systur sinni Helgu Arnardóttur og fóstbróður sínum og mági , Hjörleifi Hróðmarssyni , til landkönnunar í kringum 867 . Þeir komu svo til að nema land á Íslandi í kringum 870 , þó hefð sé að miða við 874 . Ingólfur hafði verið gerður útlægur frá heimkynnum sínum í Dalsfirði í Firðafylki í Noregi og ákvað því að flytja til Íslands .",Hvenær fann Ingólfur Arnarsson Ísland ?,"{'text': array([' í kringum 867'], dtype=object), 'answer_start': array([234])}"
nqii_5777,Grikkland hið forna,"Menn hafa ekki komið sér saman um nein ákveðin ártöl sem marki upphaf eða endi fornaldarmenningar Grikklands . Áður fyrr var miðað við upphaf Ólympíuleikanna árið 776 f.Kr. , en flestir nútímasagnfræðingar eru nú orðnir afhuga því . Flestir skilgreina tímabilið þannig að það nái aftur til Mýkenumenningarinnar , sem hófst um 1600 f.Kr. en leið undir lok um 1150 f.Kr. Aftur á móti telja margir að hin áhrifamikla mínóíska menning , sem blómstraði einkum á Krít ( og er einnig nefnd Krítarmenningin ) , en einnig á meginlandi Grikklands á undan Mýkenumenningunni , hafi verið svo frábrugðin grískri menningu síðari tíma að hana beri að flokka út af fyrir sig . Blómaskeiði mínóísku menningarinnar lauk á 14. öld f.Kr. , en menningin leið þó ekki endanlega undir lok fyrr en um 1200 f.Kr. , skömmu fyrir endalok Mýkenumenningarinnar . Eigi að síður er Mýkenumenningin gjarnan talin með Grikklandi hinu forna en ekki mínóísk menning .",Hvenær leið menning Mýkenumanna undir lok ?,"{'text': array([' um 1150 f.Kr.'], dtype=object), 'answer_start': array([354])}"
nqii_9056,Sjálfstæðisflokkurinn,Núverandi formaður flokksins er Bjarni Benediktsson og Þórdís Kolbrún Reykfjörð Gylfadóttir er varaformaður Áslaug Arna Sigurbjörnsdóttir ritari flokksins . Flokkurinn hefur nú 16 sæti á Alþingi eftir alþingiskosningarnar 2017 en hafði 21 þingsæti fyrir þær kosningar . Allir formenn flokksins hafa gegnt embætti forsætisráðherra á Íslandi .,Hver er núverandi formaður Sjálfstæðisflokksins ?,"{'text': array([' Bjarni Benediktsson'], dtype=object), 'answer_start': array([31])}"
nqii_7859,Eykt,"Eykt er heiti á tímalengd , sem er einn áttundi hluti sólarhringsins eða því sem næst þrjár klukkustundir hver . Eyktamörk eru þegar ein eykt endar og sú næsta byrjar . Eyktamörkin gengu undir ákveðnum heitum og voru helstu tímaviðmiðanir í daglegu tali .",Hvað þýðir eykt ?,"{'text': array(['Eykt er heiti á tímalengd , sem er einn áttundi hluti sólarhringsins eða því sem næst þrjár klukkustundir hver'],
      dtype=object), 'answer_start': array([0])}"
nqii_17683,Finnland,"Samar eru frumbyggjar sem búa í Finnlandi , Svíþjóð , Noregi og Rússlandi . Áður fyrr voru Samar oft kallaðir Lappar , en nú til dags telja margir Samar það vera niðrandi heiti . Auk eigin tungumála hafa Samar sinn eigin lífsstíl , yfirbragð og menningu . Svipuð saga , hefðir , lifnaðarhætti og siðir sameina Sama sem búa í mismunandi löndum . Samtals eru Samar um 75.000 til 100.000 en af þeim búa minna en 7.000 í Finnlandi , sem þýðir að Samar eru einungis 0,13% af íbúum Finnlands .",Hvað búa margir Samar í Finnlandi ?,"{'text': array([' minna en 7.000', ' 7.000 í Finnlandi'], dtype=object), 'answer_start': array([399, 408])}"
nqii_14131,Georgía,"Georgía ( georgíska საქართველო ; "" Sakartvelo "" ) er land í Kákasusfjöllum , við austurströnd Svartahafs . Georgía á landamæri að Rússlandi í norðri , Tyrklandi og Armeníu í suðri og Aserbaídsjan í austri . Georgía liggur í Austur-Evrópu og Vestur-Asíu en hefur flestöll stjórnmálaleg og menningarleg tengsl sín við Evrópu .",Hvaða lönd eru með landamæri að Georgíu ?,"{'text': array([' Rússlandi í norðri , Tyrklandi og Armeníu í suðri og Aserbaídsjan í austri',
       ' Georgía á landamæri að Rússlandi í norðri , Tyrklandi og Armeníu í suðri og Aserbaídsjan í austri .',
       ' Rússlandi í norðri , Tyrklandi og Armeníu í suðri og Aserbaídsjan í austri'],
      dtype=object), 'answer_start': array([129, 106, 129])}"
nqii_2623,Grænland,"Íbúar Grænlands voru tæp 56.000 árið 2019 og langflestir Inuítar , upprunir þaðan sem í dag er Kanada . Síðustu hópflutningarnir áttu sér stað um miðja 19. öld . Í höfuðstaðnum Nuuk á Vestur-Grænlandi búa allmargir sem eru af evrópskum ættum .",Hvar eru Inúítar í dag ?,"{'text': array(['Íbúar Grænlands voru tæp 56.000 árið 2019 og langflestir Inuítar'],
      dtype=object), 'answer_start': array([0])}"
nqii_2128,Bertrand Russell,"Bertrand Arthur William Russell ( 18. maí 1872 – 2. febrúar 1970 ) var breskur heimspekingur , rökfræðingur , stærðfræðingur og rithöfundur , sem skrifaði um mjög fjölbreytileg efni . Í heimspeki og stærðfræði er hann þekktastur fyrir að skrifa ásamt A.N. Whitehead bókina "" Principia Mathematica "" , sem kom út í þremur bindum á árunum 1910 til 1913 . Með verkinu hugðust þeir sýna fram á að hægt væri að leiða alla hreina stærðfræði út frá vissum rökfræðilegum frumsendum . Þeim tókst ekki ætlunarverkið en samt hefur verk þeirra reynst ákaflega áhrifaríkt . Russell er einnig mjög þekktur fyrir að uppgötva þversögnina , sem við hann er kennd : Russell-þversögnin ( "" the Russell paradox "" ) .",Hvaða verk samdi Bertrand ?,"{'text': array([' "" Principia Mathematica ""', ' Principia Mathematica'],
      dtype=object), 'answer_start': array([272, 274])}"
nqii_8766,Sviss,"Sviss er ekki land einnar þjóðar , heldur bandalag mismunandi héraða sem ákváðu að tengjast af pólitískum ástæðum . Upphaflegu kantónurnar voru þýskumælandi en eftir því sem fleiri héruð bættust við , bættust frönsku - og ítölskumælandi íbúar við . Af sömu ástæðu eru einnig fleiri en eitt tungumál talað í landinu . Þjóðtungurnar eru fjórar : þýska ( svissnesk þýska ) um allt miðbik landsins , franska í vestri , ítalska fyrir sunnan og rómanska fyrir austan . Síðastnefnda málið er minnst útbreitt af málum þessum og er sambland latínu og germönsku frá tímum Rómverja . Langflestir tala þó þýsku eða tæp 64% . Um 20% tala frönsku . Að mestu leyti eru málamörkin skýr , sérstaklega í sveitum . En í nokkrum borgum eru tvö mál töluð , til dæmis í Fribourg ( Freiburg ) , Neuchâtel ( Neuenburg ) og Biel ( Bienne ) , þar sem bæði er töluð þýska og franska .",Hvaða tungumál eru töluð í Sviss ?,"{'text': array([' þýska ( svissnesk þýska ) um allt miðbik landsins , franska í vestri , ítalska fyrir sunnan og rómanska fyrir austan'],
      dtype=object), 'answer_start': array([343])}"
nqii_11330,Guðríður Símonardóttir,"Guðríður Símonardóttir ( 1598 – 18. desember 1682 ) ( Tyrkja-Gudda ) var húsmóðir í Vestmannaeyjum sem var gift Eyjólfi Sólmundarsyni ( eða Sölmundarsyni ) ( d. 1636 ) , sem líklega hefur verið sjómaður þar . Árið 1627 komu svokallaðir Tyrkir og rændu í Vestmannaeyjum og víðar , meðal annars í Grindavík og á Djúpavogi . „ Tyrkirnir “ voru sjóræningjar frá Alsír og voru að líkindum allra þjóða kvikindi , en rán þetta er alltaf kallað Tyrkjaránið í Íslandssögunni . Rændu þeir bæði fólki og fé og var Guðríður ásamt Sölmundi , syni sínum , í hópi þeirra sem rænt var .",Hver var Tyrkja-Gudda ?,"{'text': array(['Guðríður Símonardóttir'], dtype=object), 'answer_start': array([0])}"
nqii_17434,Bandaríkin,"Bandaríkin ( eða Bandaríki Norður-Ameríku , skammstafað BNA ) eru sambandslýðveldi sem er næststærsta ríki Norður-Ameríku að flatarmáli ( 9,83 milljónir km² ) og jafnframt það fjölmennasta með yfir 324 milljónir íbúa ( árið 2017 ) . Þau eru ennfremur fjórða stærsta land heims og það þriðja fjölmennasta . Þau teygja sig milli Atlantshafs og Kyrrahafs og eiga landamæri að Kanada í norðri og Mexíkó í suðri . Bandaríkin samanstanda af 50 fylkjum sem njóta nokkurs sjálfræðis í eigin efnum og hafa eigin löggjöf sem þó má ekki stangast á við stjórnarskrá Bandaríkjanna . Auk sambandsríkjanna hafa Bandaríkin lögsögu yfir ýmsum hjálendum víða um heim .",Hver er fólksfjöldinn í Bandaríkjunum ?,"{'text': array([' yfir 324 milljónir íbúa ( árið 2017 )',
       ' yfir 324 milljónir íbúa', ' 324 milljónir íbúa ( árið 2017'],
      dtype=object), 'answer_start': array([192, 192, 197])}"
