ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
"[haus] Hvernig klæðast á í vinnuna [titill] Klæðast viðskiptalega formlega ef þú vinnur með viðskiptavinum í faglegum aðstæðum, t.d. í banka eða á skrifstofu. [skref] Viðskiptalega formlega þýðir yfirleitt að klæðast jakkafötum, bindi, kjólfatnaði og klæðast skóm. [undirskref] Klæðast fötum sem passa.",,"[haus] Hvernig klæðast á í vinnuna [titill] Klæðast viðskiptalega formlega ef þú vinnur með viðskiptavinum í faglegum aðstæðum, t.d. í banka eða á skrifstofu. [skref] Viðskiptalega formlega þýðir yfirleitt að klæðast jakkafötum, bindi, kjólfatnaði og klæðast skóm. [undirskref] Klæðast fötum sem passa. ","['Það getur verið góð leið til að minnka þann tíma sem fer í að sauma um. Finna skó sem passa vel og samræmast menningu vinnustaðarins.'
 'Föt sem eru of þröng verða óþægileg til að vinna í Föt sem eru of laus munu líta út fyrir að vera slöpp og ófagleg'
 'Það er hægt að versla í gallabuxum eða flottri skyrtu í viðskiptaerindum. Hins vegar eru einfaldar hnappdældar blússur góður kostur í viðskiptaerindum.'
 'Það er betra að klæða sig í business casual-búning á vinnustað í atvinnumennsku heldur en á kvöldi úti í bæ. Það getur virkað eins og að klæða sig í khakis og að klæða sig í jakkaföt með bindi.']",hellaswag/validation/7310,30229,Personal Care and Style,wikihow~10920,val,zeroshot,1
[haus] Hvernig á að hreinsa brenndan kopar [titill] Látið vatn og hreinsiefni sjóða. [skref] Fyllið pott eða pönnu af vatni. Bætið nokkrum sspám af mildu uppþvottaefni og/eða örlátu edikspotti.,,[haus] Hvernig á að hreinsa brenndan kopar [titill] Látið vatn og hreinsiefni sjóða. [skref] Fyllið pott eða pönnu af vatni. Bætið nokkrum sspám af mildu uppþvottaefni og/eða örlátu edikspotti. ,"['Látið þetta sjóða við miðlungs hita. [Undirskrefi] Ef þið hafið innkaupalausn fyrir koparinn, t.d. vetnisperoxíð, þá er óþarfi að bæta því út í vatnið.'
 'Snúið brennaranum hátt og látið vatnið sjóða við mikinn hita. Þá þarf að hafa vatnið við sjóð í um 30 mínútur.'
 'Ef þú ert að þrífa eitthvað annað en koparpott eða pönnu (eða þrífa utan á minni potti eða pönnu) skaltu setja hlutinn í vatnið. Stilltu brennarann á miðlungshita og láttu sjóða.'
 'Vatnið á samt ekki að vera of kalt. Hlýtt eða kalt vatn virkar ekki mjög vel á kopar.']",hellaswag/validation/9249,44405,Computers and Electronics,wikihow~10920,val,indomain,2
"[haus] Hvernig á að hugsa um regnbogahákarl [titill] Kaupa skal sædýrasafn sem rúmar að minnsta kosti 50 lítra. [skref] Regnbogahákarlar eru ekki sérlega stórir, aðeins um 6 sm (15 cm). Þeir eru þó hálf ágengir og mjög landluktir.",,"[haus] Hvernig á að hugsa um regnbogahákarl [titill] Kaupa skal sædýrasafn sem rúmar að minnsta kosti 50 lítra. [skref] Regnbogahákarlar eru ekki sérlega stórir, aðeins um 6 sm (15 cm). Þeir eru þó hálf ágengir og mjög landluktir. ","['Vatnasöfn þurfa ekki mikið pláss til að stækka og því ætti að hafa næga birtu fyrir regnbogahákarlinn svo hann geti falið sig á nóttunni. [Undirskrefi] 12 tommu (20 cm) tankur er ákjósanleg stærð fyrir saltvatnshákarla.'
 'Hins vegar skaltu passa að kaupa tank sem hefur að minnsta kosti 20 lítra. [ Titill] Veldu tank sem hefur nægt pláss til að hreyfa sig og standa í.'
 '[Efnisorð] Hægt er að finna tanka í hvaða gæludýrabúð sem er. [Titill] Renna eða stinga öðrum endanum af öðrum ugganum með strái eða einhvers konar efni í tankinn.'
 'Þessir fiskar þurfa nægt rými og felustað til að koma í veg fyrir átök. [undirskref] Það gæti þurft að setja saman fiskeldið.']",hellaswag/validation/8158,36208,Pets and Animals,wikihow~10920,val,indomain,3
"[haus] Hvernig gera á bakæfingar í jóga [titill] Gera fjallstöðuna eða fullkomnu stöðuna sem upphafsstöðu. [skrefið] Hvort tveggja er tiltölulega auðvelt, sérstaklega ef þú gerir þær oft, og annað hvort er áhrifarík byrjunarteygja. Þessar æfingar eru fullkomið samhengi þar sem þú getur fundið öndunarmynstur fyrir restina af æfingunni.",,"[haus] Hvernig gera á bakæfingar í jóga [titill] Gera fjallstöðuna eða fullkomnu stöðuna sem upphafsstöðu. [skrefið] Hvort tveggja er tiltölulega auðvelt, sérstaklega ef þú gerir þær oft, og annað hvort er áhrifarík byrjunarteygja. Þessar æfingar eru fullkomið samhengi þar sem þú getur fundið öndunarmynstur fyrir restina af æfingunni. ","['[Undirþættir] Finndu þér þægilega sitjandi stöðu með því að sitja beint í stól og hafa fæturna mjaðmabreidda með hælana örlítið læsta. Þú getur gert þessa stöðu hvar sem er á milli 20 og 30 sinnum í viku.'
 '[Undirstöður] Byrjaðu á því að standa með fæturna axlarbreiddir í sundur. Ýttu frá gólfinu með tærnar og togaðu magann inn að hryggnum á meðan lófarnir eru fastir á gólfinu.'
 '[undirtitlar] Þú munt muna að anda djúpt og jafnt í gegnum þessa stöðu, til þess að byrja þessa teygju. [titill] Sitjið á gólfinu eða á mottunni.'
 'Einbeittu þér að því að anda djúpt að þér úr nefi og sleppa andanum í gegnum munninn. Teldu upp að sex þegar þú andar að þér og svo að sex einu sinni enn þegar þú andar frá þér.']",hellaswag/validation/9842,49042,Food and Entertaining,wikihow~10920,val,indomain,3
[haus] Hvernig á að laumast aftur inn í húsið sitt [titill] Áður en þú ferð: [skref] Reyndu að skilja dyrnar eftir ólæstar eða gluggann opinn áður en þú ferð. Ekki gleyma að pakka náttfötunum. Vertu eins traustvekjandi og þú getur áður en þú læðist út svo enginn gruni þig um hvað þú ert að fara að gera.,,[haus] Hvernig á að laumast aftur inn í húsið sitt [titill] Áður en þú ferð: [skref] Reyndu að skilja dyrnar eftir ólæstar eða gluggann opinn áður en þú ferð. Ekki gleyma að pakka náttfötunum. Vertu eins traustvekjandi og þú getur áður en þú læðist út svo enginn gruni þig um hvað þú ert að fara að gera. ,"['[titill] Veistu hvað þú átt að koma með: [skref] Þú gætir lent í hræðilegum aðstæðum eða eitthvað. [titill] Vertu vel klædd/klæddur-og áttaðu þig á því að gallarnir við þetta eru þeir að þið gætuð öll orðið fyrir barðinu á vörðunum.'
 'Ef einhver grípur þig ertu hvött til að láta hina vita ef þá grunar að eitthvað skrýtið sé í gangi þegar þeir áttu ekki von á því. [Undirskrefi] Ef unglingur grípur þig til dæmis inn í húsið gætirðu sloppið í leyniherbergi þar sem þú sérð ekki til.'
 'Þegar þú ert komin út áttu að skilja eftir miða til að segja við foreldra þína. Notaðu miðann til að minna þig á hvar þú ert og hvað þú ert að gera: „Ég er komin út.'
 '[titill] Þekkjaðu vekjarakóðana, svo þú vaknir ekki allt hverfið. [titill] Hafðu nammi tilbúið fyrir alla hunda (ef þú átt einhverja) til að koma í veg fyrir að þeir vakni einhvern á heimilinu.']",hellaswag/validation/7447,31280,Youth,wikihow~10920,val,indomain,3
"Kona er sýnd ganga um eldhús, kveikja á krana og láta vaskinn fyllast af vatni. Hún er sýnd með hanska, úða hreinsiefni um vaskinn og skrúbba með pensli.",hún,"Kona er sýnd ganga um eldhús, kveikja á krana og láta vaskinn fyllast af vatni. Hún er sýnd með hanska, úða hreinsiefni um vaskinn og skrúbba með pensli. hún","['heldur áfram að tala við myndavélina og byrjar að slökkva á vatninu og snýr vaskinum aftur í sömu stöðu.'
 'Að lokum notar hann svamp til að hreinsa vaska vel með því að nota kreisti til að hreinsa vatnið og vaskinn.'
 'sprautar meira af vörunni í kringum vaskinn og hreinsar hana síðan með svampi.'
 'brosir til hreinsivörunnar og pansar út á merkið sem verið er að sýna.']",hellaswag/validation/2295,35416,Cleaning sink,activitynet~10920,val,indomain,3
[haus] Hvernig velja á bestu vörurnar fyrir afrískt amerískt hár [titill] Þekktu hárgerð þína. [skref] Til að byrja með er gott að vita hvernig hárgerðin þín er líkleg til að vera og þar af leiðandi hvaða vörur henta best fyrir hana. Til að prófa hárgerðina þína skaltu prófa daglegt þéttleikapróf til að finna út hversu vel hárið dregur í sig raka: [efni] Þvoðu hárið.,,[haus] Hvernig velja á bestu vörurnar fyrir afrískt amerískt hár [titill] Þekktu hárgerð þína. [skref] Til að byrja með er gott að vita hvernig hárgerðin þín er líkleg til að vera og þar af leiðandi hvaða vörur henta best fyrir hana. Til að prófa hárgerðina þína skaltu prófa daglegt þéttleikapróf til að finna út hversu vel hárið dregur í sig raka: [efni] Þvoðu hárið. ,"['Settu fingurgómana í hárið til að leita að raka. Ef vatn er ekki aðgengilegt, skaltu búa til þurrt hárþvottalög og hreinsiefni sem kallast „örvatn“ með því að sleikja sturtugelið úr hárinu.'
 'Þvoðu hana með sjampói á hverjum degi (valkvætt), eða á 2 daga fresti ef hárið er mjög þurrt. Settu hana í handklæði og síðan sjampó þar til þú færð ekki lengur olíukennt útlit.'
 'Láttu hárið þorna til að fylgjast með náttúrulegu rakastigi hársins. Notið vatnsmeðhöndlunarefni og olíur sem fara í gegnum hárstöngina.'
 'Fylgja skal eftir með kaldri/rakri sturtu. Fyrir þá sem eru með ljóst hár skal nota þurrt sjampó og þurrkara, fyrir þá sem eru með rétt hár skal nota blástursþurrku.']",hellaswag/validation/7176,29247,Personal Care and Style,wikihow~10920,val,zeroshot,2
[haus] Hvernig á að þrífa óhreina skó [titill] Fjarlægja óhreinindi eða rusl úr skónum. [skref] Nota gamla tannbursta eða lítinn skóbursta og strjúka varlega í óhreinindin eða ruslið sem loðir við skóinn. Nota bara nægan þrýsting til að veikja bindingu óhreinindanna við skóinn.,,[haus] Hvernig á að þrífa óhreina skó [titill] Fjarlægja óhreinindi eða rusl úr skónum. [skref] Nota gamla tannbursta eða lítinn skóbursta og strjúka varlega í óhreinindin eða ruslið sem loðir við skóinn. Nota bara nægan þrýsting til að veikja bindingu óhreinindanna við skóinn. ,"['Þar sem þetta þrýstir óhreinindinu eða brakinu aftur í skóinn getur það brotið skóinn. [Undirskrefi] Ef óhreinindin eða brakið er fast í skónum er hægt að þurrka óhreinindin eða brakið burt með nokkrum dropum af uppþvottalegi og baðstofusvampi.'
 'Einnig skal passa að ná öllum óhreinindum úr iljum, þar á meðal tám. [undirskref] Þegar skó er skipt út skal passa að nota hanska við meðhöndlun skósins.'
 'Notið smurefni eins og hreinsiefni eða smurefni sem hefur örraka. [Undirskrefi] Þurrkið skóna alveg með hreinu pappírsþurrku áður en þeir eru þriinsaðir.'
 'Þá losnar um og óhreinindi og óhreinindi eru fjarlægð. [ Titill] Þrífið sólina með bökunarsódakremi.']",hellaswag/validation/6210,21992,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[höf.] Hvernig finna má samræmi í lífinu [titill] Skuldbinda þig til breytinga. [skref] Fyrsta skrefið til að ná fram breytingum í lífinu er að skuldbinda sig til breytinga. Með því að gefa meðvitaða, viljasetta yfirlýsingu til sjálfs síns um að þú munir halda þig við efnið og ná settum árangri getur það hjálpað þér að halda þér við efnið og ýtt þér áfram í átt að því markmiði.",,"[höf.] Hvernig finna má samræmi í lífinu [titill] Skuldbinda þig til breytinga. [skref] Fyrsta skrefið til að ná fram breytingum í lífinu er að skuldbinda sig til breytinga. Með því að gefa meðvitaða, viljasetta yfirlýsingu til sjálfs síns um að þú munir halda þig við efnið og ná settum árangri getur það hjálpað þér að halda þér við efnið og ýtt þér áfram í átt að því markmiði. ","['Þá ættir þú að vera að skuldbinda þig til að lifa stöðugra og samræmdara lífi. [Undirskrefi] Hugsaðu um ástæðurnar fyrir því að þú vilt lifa samræmdara lífi.'
 '[undirefni] Byrjaðu á því að skuldbinda þig til að breyta einhverju sem kemur þér úr jafnvægi. Ef þú gerir það ekki þá siturðu uppi með eitthvað sem loðir við þig heima hjá þér, sem verður ekki auðveldara að koma í staðinn fyrir þá tilfinningu.'
 '[Undirefni] Ekki láta skoðanir þínar eða skoðanir stangast á við sjálfsvirðingu þína. Viðurkenndu að þú sért fullorðinn og því óhræddur við að taka þínar eigin ákvarðanir varðandi það sem þú vilt í lífinu.'
 '[Efnisorð] Þegar einhver annar hvetur þig til að breyta, þá skaltu verðlauna þig fyrir það góða sem þú nærð fram þó að það hafi kannski ekki litið út á einhvern hátt. [Titill] Ekki ætlast til þess að fólk breyti sér af skyldurækni.']",hellaswag/validation/6454,23766,Family Life,wikihow~10920,val,zeroshot,0
Maður sést tala við myndavélina og byrjar að nudda púðri yfir skó.,he,Maður sést tala við myndavélina og byrjar að nudda púðri yfir skó. he,"['kveikir svo á oddi á skónum, rennir penslinum í gegnum pústið, kveikir á léttari snertingum, tekur af sér allar þurrkur og nuddar hælinn niður.'
 'heldur áfram að nudda púðrinu meðfram skónum á meðan hann horfir í myndavélina.'
 'Nuddar síðan púðann af og sýnir skóinn fyrir myndavélinni.'
 'talar lengra á meðan hann nuddar bursta um skóna og burstar hestskinnið eftir glansandi yfirborðinu.']",hellaswag/validation/1338,19468,Polishing shoes,activitynet~10920,val,indomain,2
Kynning kemur á skjáinn fyrir myndband um ís.,einhverjir,Kynning kemur á skjáinn fyrir myndband um ís. einhverjir,"['Sýnt er frá ísbúðinni þar sem maður þrífur og brýtur niður keilu.'
 'standa við ísbíl og tala um að fá sér ís.'
 'festast og komast aftur á fætur.'
 'eru sýndar í eldavélinni sem gerir ísinn.']",hellaswag/validation/1737,26806,Having an ice cream,activitynet~10920,val,zeroshot,1
"Hann leggur innihaldsefnin af spritti og safti á borð, bætir innihaldsefnum, ásamt granadínu, í stórt glas með ís.",he,"Hann leggur innihaldsefnin af spritti og safti á borð, bætir innihaldsefnum, ásamt granadínu, í stórt glas með ís. he","['hellir svo öllu spritti og safti í það á sama tíma og setur smá magn af súkkulaðisýrópi meðfram hliðum salatsins.'
 'sýnir fallega drykkinn á borðinu.'
 'hellir drykknum í glasið, bætir við kalki og fólk skiptist á að drekka hann.'
 'hellir svo áfengi í glasið og hrissir það, bætir svo ferskum drykk við.']",hellaswag/validation/2752,42054,Mixing drinks,activitynet~10920,val,indomain,1
[haus] Hvernig á að búa til gervi varahring [titill] Náðu í vírinn. [skref] Prófaðu handverksverslunina þína fyrst (hugsaðu um slípivöruverslanir) þar sem þær eru líklega með besta úrvalið hvað varðar stærð og lit. Stórar smásöluverslanir eins og Walmart munu einnig vera með úrval af handverksvírum.,,[haus] Hvernig á að búa til gervi varahring [titill] Náðu í vírinn. [skref] Prófaðu handverksverslunina þína fyrst (hugsaðu um slípivöruverslanir) þar sem þær eru líklega með besta úrvalið hvað varðar stærð og lit. Stórar smásöluverslanir eins og Walmart munu einnig vera með úrval af handverksvírum. ,"['[Efni] Nota vír á stærðinni 14-18 gauge fyrir gervi varahringi. 18 gauge vír er þynnri en 14 gauge og auðveldara er að vinna með hann.'
 'Þegar þú ert í Walmart þá geturðu líka búið til þinn eigin lit, einnig er gott að fá vír. [ Titill] Finndu svæðið sem þú ætlar að æfa á.'
 '[titill] Taktu krossvið og prófaðu blett. [skref] Þetta ætti næstum að líta út eins og blýantur með stóru sólblómi á botninum.'
 'Þeir munu geta búið til mun flottari og eins varahring sem er algjörlega og algerlega gervi. Bara götin í vírnum munu bara gera hringinn falskan fyrir þér og gera þér erfitt fyrir að finna hann aftur.']",hellaswag/validation/6211,22000,Personal Care and Style,wikihow~10920,val,zeroshot,0
